ts                  orig_ip           orig_port   resp_ip           resp_port   source_tag     proto   duration   orig_byts          resp_byts          conn_flags  orig_pkts   resp_pkts   uid
1258589295.217971   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [255 - 511)   0            S0           [1 - 3)     0            CXdPdGhCDRL29fxY
1258589755.142863   192.168.1.102     5353        224.0.0.251       5353     	bro-demo       udp     10         [2047 - 4095)   0            S0           [15 - 31)   0          CQofBT3HaMJNmRxa3c
1258589761.731742   192.168.1.104     5353        224.0.0.251       5353     	bro-demo       udp     13         [2047 - 4095)   0            S0           [15 - 31)   0          CPOpD22ag54HziwaF5
1258589766.18041   192.168.1.103     5353        224.0.0.251       5353     	bro-demo       udp     12         [2047 - 4095)   0            S0           [15 - 31)   0          CaNV7t4oeydnfS7yw7
1258590243.252572   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          CxtOcu3wGDCJK3X4nc
1258592297.89738   192.168.1.104     5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          CcHbeJ3QYTDCGB4qJj
1258592297.89903   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          CeG0YT2foeo2eVtjQa
1258592297.89979   192.168.1.102     5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0           CtWt6t1oLaurEV57K
ts                  orig_ip           orig_port   resp_ip           resp_port   source_tag     proto   duration   orig_byts          resp_byts          conn_flags  orig_pkts   resp_pkts   uid
1258592297.852259   192.168.1.103     5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          CI1uH72cviCyLkpZ18
1258592596.524125   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [255 - 511)   0            S0           [1 - 3)     0          CG3cjW13QFNdyGbJ86
1258593089.102815   192.168.1.102     5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          CLRYxs1r2XlWrVPU3f
1258593089.102954   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          CYVQRS3vsKE8WgGvul
1258593089.103561   192.168.1.103     5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          C1sZMY24XjC09IvT4c
1258593843.252754   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     -          0            0            S0           [1 - 3)     0          CICIIG2UCxFEdf1nN9
1258594856.63290   192.168.1.103     5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [1 - 3)     0          CBJ4q92wEQC1VocLOc
1258594856.63434   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [127 - 255)   0            S0           [1 - 3)     0          CGjalm4mT76bjY5cwg
1258594866.358596   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [255 - 511)   0            S0           [3 - 7)     0          CPCPHN2h2NmTlgmIFf
1258596373.767395   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CPXyeJ26k7WWqOz06g
1258597443.252204   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CCHOI02sIeDdEfiQIh
1258599965.299907   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0           C5XFo2Da2ksC6aktj
1258600959.231617   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [255 - 511)   0            S0           [3 - 7)     0          C06sHj1ghHvRP9PG39
1258601043.252993   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [127 - 255)   0            S0           [1 - 3)     0          CrXcTv1Oi3VA1385Ia
1258603540.51313   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CrPogD3ZYbE8rkH4Ed
ts                  orig_ip           orig_port   resp_ip           resp_port   source_tag     proto   duration   orig_byts          resp_byts          conn_flags  orig_pkts   resp_pkts   uid
1258604497.647886   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CaBnpH2cB0LwHgikvh
1258604643.252912   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [127 - 255)   0            S0           [1 - 3)     0          CkOQZh3rdUNcdrVLn1
1258607070.404498   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [255 - 511)   0            S0           [3 - 7)     0          CAjljE2GEhOtgB4lbh
1258608079.499337   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CpPaoC3JAoOBnhvNud
1258608243.252309   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [127 - 255)   0            S0           [1 - 3)     0          CXDukI34v8fum7BeDj
1258610596.470899   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          Ci4mmI1wFB3ue6wKW9
1258611597.204694   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CsdoHK3c9R6IXTaHrj
1258611843.252511   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [127 - 255)   0            S0           [1 - 3)     0          CzH4An47yxjIa2tZ24
1258612889.886734   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CduA0o1V7Zt8V7xiJ8
1258615110.231147   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [511 - 1023)   0            S0           [3 - 7)     0          CAsvnF1eOlRn3rpo7g
1258615441.940944   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     1          [511 - 1023)   0            S0           [3 - 7)     0          CGnCBg2LjdPlRUZBjd
1258616844.572686   192.168.1.1       5353        224.0.0.251       5353     	bro-demo       udp     0          [127 - 255)   0            S0           [1 - 3)     0          CBjSDw2dqk5ZYsKJne
