ts                  orig_ip           orig_port   resp_ip           resp_port   source_tag     proto   duration   orig_byts          resp_byts          conn_flags  orig_pkts   resp_pkts   uid
ts                  orig_ip           orig_port   resp_ip           resp_port   source_tag     proto   duration   orig_byts          resp_byts          conn_flags  orig_pkts   resp_pkts   uid
1258571728.587310   192.168.1.102     1761        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0           C5sZ5363g07rHDsrj
1258574144.155999   192.168.1.103     1866        212.227.97.133    80       	bro-demo       tcp     1          [1023 - 2047)   [255 - 511)   SF           [3 - 7)     [3 - 7)    CNyE1I3tuNYaLP0exc
1258578895.185354   192.168.1.102     1843        212.227.97.133    80       	bro-demo       tcp     3          0            0            S0           [1 - 3)     0            CHaF2LJpAUZC92TB
1258579039.238695   192.168.1.104     1784        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0          Cmxv643Sm4kS27uSLb
1258581375.926099   192.168.1.103     1919        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0           CqbDdOWbbmgHFF2Bh
1258586099.956271   192.168.1.102     1943        212.227.97.133    80       	bro-demo       tcp     3          0            0            S0           [1 - 3)     0          CpkFmk4EdVFf5i8AFg
1258586248.713658   192.168.1.104     1879        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0          Cw9vPq1Z1VjTMmBqok
1258588535.400298   192.168.1.103     2083        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0          CqiOKM3cYnTOVpW7X3
1258589173.164817   192.168.1.105     49597       212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0          Cvgea94hqZgK66vW2g
1258589182.89960   192.168.1.105     49597       212.227.97.133    80       	bro-demo       tcp     -          0            0            S0           [1 - 3)     0          CMK3JI22Ojd8k0agZ9
1258593388.717773   192.168.1.104     1049        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0          C4eaNn2Pd3cj8yiru8
1258593689.293863   192.168.1.102     1057        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [1 - 3)     0          CBohMB4XbSQ3vh9Qli
1258595764.150581   192.168.1.103     1052        212.227.97.133    80       	bro-demo       tcp     5          [1023 - 2047)   [255 - 511)   SF           [7 - 15)    [7 - 15)    COMuICl0MtweKX341
1258600530.151272   192.168.1.102     1134        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [3 - 7)     0          CvzcqO352mOmoZ3Bc4
1258600551.138333   192.168.1.102     1144        212.227.97.133    80       	bro-demo       tcp     3          0            0            S0           [3 - 7)     0          CeJwKc4BKgljYsu95d
ts                  orig_ip           orig_port   resp_ip           resp_port   source_tag     proto   duration   orig_byts          resp_byts          conn_flags  orig_pkts   resp_pkts   uid
1258600669.510001   192.168.1.104     1128        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [3 - 7)     0          Cf8ku21InCUpDrY1X1
1258602927.628774   192.168.1.103     1132        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [3 - 7)     0          CpZWoh4nZB9kLMyW8h
1258607802.84444   192.168.1.104     1168        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [3 - 7)     0          C815VU1zJJXwLlRfIb
1258610169.528296   192.168.1.103     1181        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [3 - 7)     0           CX5VzvxKr26gKtsB4
1258615032.426507   192.168.1.104     1218        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [3 - 7)     0          CIQeZ73F8jiuWrPPdc
1258617332.267584   192.168.1.103     1223        212.227.97.133    80       	bro-demo       tcp     2          0            0            S0           [3 - 7)     0          C7Ezwl2sa0ri20L6Ye
